teamid,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region
479,1,1,0,1,1,1,0,10,1,1,4,1,na1
480,0,1,0,0,0,0,0,0,0,0,0,0,na1
481,1,0,1,0,0,1,1,5,0,0,2,1,na1
482,1,0,1,1,1,0,1,9,2,2,4,2,na1
483,0,1,0,0,0,1,0,4,0,0,1,0,na1
484,0,1,0,0,0,0,0,0,0,0,0,0,na1
485,1,0,1,1,0,1,1,7,1,0,4,1,na1
486,1,1,1,1,0,1,0,10,2,0,1,0,na1
487,0,0,0,0,0,0,0,0,0,0,0,0,na1
488,0,1,0,0,0,0,0,1,0,0,0,0,na1
489,1,0,1,1,0,0,1,3,1,0,0,1,na1
490,0,1,0,0,0,0,0,2,1,0,0,0,na1
491,1,0,1,1,0,0,0,4,2,0,0,0,na1
492,0,1,1,0,0,0,0,1,0,0,0,0,na1
493,1,0,0,1,0,0,0,4,2,0,0,0,na1
494,1,0,1,1,0,0,0,4,1,0,0,0,na1
495,0,1,0,0,0,0,0,0,0,0,0,0,na1
496,0,0,0,0,0,0,1,2,0,0,1,2,na1
497,1,1,1,1,1,1,0,7,1,1,2,0,na1
498,1,1,1,1,0,0,1,11,7,1,2,2,na1
499,0,0,0,0,1,1,0,3,0,2,4,0,na1
500,1,0,1,1,1,1,1,9,2,1,4,1,na1
501,0,1,0,0,0,0,0,1,0,0,1,0,na1
502,0,0,1,0,1,1,1,5,0,1,1,1,na1
503,1,1,0,1,0,0,0,7,1,0,4,0,na1
504,0,0,0,0,0,0,0,0,0,0,0,0,na1
505,1,1,1,0,0,1,1,4,0,0,1,1,na1
506,1,1,1,1,0,0,0,4,1,0,0,0,na1
507,0,0,0,0,0,0,0,0,0,0,0,0,na1
508,0,0,0,0,0,0,0,0,0,0,0,0,na1
509,1,1,1,1,0,1,1,9,2,0,2,1,na1
510,1,0,1,1,1,1,1,8,1,1,2,2,na1
511,0,1,0,0,0,0,0,0,0,0,0,0,na1
512,0,0,0,0,0,0,0,0,0,0,0,0,na1
513,1,1,1,1,0,0,0,3,1,0,0,0,na1
514,0,1,1,0,0,0,0,1,0,0,0,0,na1
515,1,0,0,1,0,0,1,3,1,0,0,1,na1
516,0,0,1,0,1,1,0,3,0,1,2,1,na1
517,1,1,0,1,0,0,1,10,1,1,3,1,na1
518,0,0,0,0,0,0,0,2,0,0,0,0,na1
519,1,1,1,1,0,0,1,3,1,0,0,1,na1
520,0,1,0,0,0,0,0,0,0,0,0,0,na1
521,1,0,1,0,0,1,1,6,0,0,3,1,na1
522,0,1,1,0,0,0,1,3,0,0,0,1,na1
523,1,0,0,0,0,1,0,4,0,0,4,1,na1
524,1,1,1,1,0,1,1,5,1,0,2,1,na1
525,0,0,0,0,0,0,0,0,0,0,0,0,na1
526,1,1,1,1,1,0,1,10,2,1,3,2,na1
527,0,0,0,0,0,1,0,3,0,0,1,0,na1
528,1,1,1,1,1,1,1,8,1,1,3,1,na1
529,0,0,0,0,0,0,0,1,0,0,0,0,na1
530,1,0,1,1,1,0,1,9,2,1,2,2,na1
531,0,1,0,0,0,1,0,2,0,0,2,0,na1
532,1,0,0,0,1,0,0,5,0,1,2,0,na1
533,0,1,1,0,0,1,1,2,0,0,2,2,na1
534,1,1,1,1,0,0,1,6,1,0,2,2,na1
535,0,0,0,0,0,1,0,1,0,0,1,0,na1
536,1,1,1,1,1,1,1,11,3,1,3,2,na1
537,0,0,0,0,0,0,0,1,0,0,0,0,na1
538,0,1,1,0,0,1,1,3,0,0,1,1,na1
539,1,0,0,1,1,0,0,10,4,2,4,1,na1
540,0,0,0,0,0,0,0,0,0,0,0,0,na1
541,1,1,1,1,0,1,1,6,1,0,2,1,na1
542,1,1,1,1,1,1,1,8,1,1,3,1,na1
543,0,0,0,0,0,0,0,1,0,0,0,0,na1
544,0,0,0,0,0,0,0,0,0,0,0,0,na1
545,1,1,1,0,0,1,1,4,0,0,2,1,na1
546,0,0,1,0,0,0,1,3,0,0,0,1,na1
547,1,1,0,1,1,1,0,8,1,1,3,0,na1
548,0,1,1,1,1,0,1,8,1,1,2,2,na1
549,1,0,0,0,0,1,0,7,1,1,3,0,na1
550,1,1,0,1,0,1,1,6,1,0,2,2,na1
551,0,0,1,0,0,0,0,1,0,0,1,0,na1
552,1,0,1,1,0,1,1,9,1,0,3,2,na1
553,0,1,0,0,0,0,0,1,0,0,1,0,na1
554,0,1,0,0,0,1,1,2,0,0,1,1,na1
555,1,0,1,1,1,0,0,9,1,2,3,0,na1
556,1,0,1,0,1,0,1,6,0,1,2,2,na1
557,0,1,0,0,0,1,0,0,0,0,1,0,na1
558,0,0,1,0,0,0,1,3,0,0,0,1,na1
559,1,1,0,1,1,1,0,11,3,1,4,0,na1
560,0,1,1,1,0,0,0,4,2,0,0,0,na1
561,1,0,0,0,0,0,0,4,1,0,0,0,na1
562,0,1,0,0,0,0,0,2,0,0,0,0,na1
563,1,0,1,1,0,0,0,4,2,0,0,0,na1
564,0,0,0,0,0,0,0,2,0,0,0,0,na1
565,1,1,1,1,0,0,0,4,1,0,0,0,na1
566,1,1,1,1,0,0,0,4,2,0,0,0,na1
567,0,0,0,0,0,0,0,1,0,0,0,0,na1
568,1,0,0,1,0,0,0,4,1,0,0,0,na1
569,0,1,1,0,0,0,0,2,0,0,0,0,na1
570,0,0,0,0,0,0,0,0,0,0,0,0,na1
571,1,1,1,0,1,1,1,8,0,1,4,1,na1
572,0,0,0,0,0,0,0,4,0,0,0,1,na1
573,1,1,1,1,1,1,1,10,2,1,4,1,na1
574,1,1,1,0,0,1,1,3,0,0,2,1,na1
575,0,0,0,0,0,0,0,0,0,0,0,0,na1
576,0,1,0,0,0,0,1,0,0,0,1,1,na1
577,1,0,1,0,0,1,0,4,0,0,2,1,na1
578,1,1,1,1,0,1,1,9,1,0,2,2,na1
579,0,0,0,0,0,0,0,1,0,0,0,0,na1
580,1,1,0,0,0,1,0,4,0,0,2,1,na1
581,0,0,1,0,0,0,1,3,0,0,1,1,na1
582,0,0,1,0,0,1,1,3,0,0,2,1,na1
583,1,1,0,1,1,0,0,7,1,1,2,0,na1
584,1,1,1,1,0,0,1,9,1,0,2,1,na1
585,0,0,0,0,1,1,0,3,0,1,3,0,na1
586,1,1,1,1,0,1,0,10,2,0,1,0,na1
587,0,0,0,0,0,0,0,0,0,0,0,0,na1
588,1,1,0,1,1,1,0,8,1,1,2,1,na1
589,0,0,1,0,0,0,1,3,0,0,3,1,na1
590,1,1,0,1,0,1,0,8,1,0,4,0,na1
591,0,0,1,0,1,0,1,2,0,1,0,1,na1
592,0,1,0,0,0,1,0,0,0,0,1,0,na1
593,1,0,1,0,0,0,1,3,0,0,1,1,na1
594,1,1,1,1,0,1,1,10,1,0,5,1,na1
595,0,0,0,0,1,0,0,5,0,1,0,0,na1
596,1,1,1,1,1,1,1,11,3,1,3,1,na1
597,0,0,0,0,0,0,0,3,0,0,1,0,na1
598,1,1,0,1,1,0,0,9,2,1,1,0,na1
599,0,0,1,0,0,1,1,3,0,0,3,2,na1
600,1,1,1,1,0,1,1,6,1,0,1,1,na1
601,0,0,0,0,0,0,0,0,0,0,0,0,na1
602,0,1,0,0,0,0,0,0,0,0,0,0,na1
603,1,0,1,1,0,1,1,8,1,0,2,2,na1
604,0,1,1,0,0,0,1,4,0,0,0,2,na1
605,1,0,0,0,1,1,0,7,0,1,3,0,na1
606,0,0,0,0,0,1,0,5,0,0,3,0,na1
607,1,1,1,1,1,0,1,10,3,2,2,2,na1
608,1,1,1,0,0,1,1,5,0,0,1,1,na1
609,0,0,0,0,0,0,0,3,0,0,2,0,na1
610,0,0,0,0,0,0,0,0,0,0,0,0,na1
611,1,1,1,1,0,1,1,7,1,0,2,2,na1
612,1,0,1,0,1,0,1,5,0,1,2,1,na1
613,0,1,0,0,0,1,0,2,0,0,1,1,na1
614,1,1,1,1,0,0,1,9,1,0,1,2,na1
615,0,0,0,0,0,1,0,0,0,0,1,0,na1
616,1,0,1,1,0,1,0,9,1,0,2,1,na1
617,0,1,0,0,0,0,1,0,0,0,0,1,na1
618,0,0,0,0,0,0,0,1,0,0,0,0,na1
619,1,1,1,0,0,1,1,2,0,0,2,1,na1
620,1,1,1,1,1,0,1,10,4,2,4,2,na1
621,0,0,0,0,0,1,0,0,0,0,1,0,na1
622,1,1,1,1,1,1,1,11,4,1,3,2,na1
623,0,0,0,0,0,0,0,0,0,0,1,0,na1
624,1,1,1,0,0,0,1,4,0,0,1,1,na1
625,0,0,0,0,0,1,0,0,0,0,1,0,na1
626,0,1,0,0,0,0,0,0,0,0,0,0,na1
627,1,0,1,1,0,1,1,8,1,0,3,1,na1
628,1,1,1,1,1,1,1,11,2,1,4,2,na1
629,0,0,0,0,0,0,0,0,0,0,0,0,na1
630,1,1,1,1,0,1,1,9,1,0,1,2,na1
631,0,0,0,0,0,0,0,1,0,0,0,0,na1
632,0,0,0,0,0,1,1,1,0,0,1,1,na1
633,1,1,1,1,0,0,0,9,1,0,2,1,na1
634,0,0,1,1,0,1,0,7,1,0,4,0,na1
635,1,1,0,0,1,0,1,8,1,2,1,2,na1
636,0,1,1,0,0,0,0,5,0,0,0,0,na1
637,1,0,0,1,1,1,0,7,1,1,4,0,na1
638,1,0,1,1,1,0,1,10,2,1,2,1,na1
639,0,1,0,0,0,1,0,4,0,0,2,1,na1
640,0,1,1,1,0,0,1,10,2,0,1,2,na1
641,1,0,0,0,1,1,0,8,1,2,4,0,na1
642,0,0,0,0,0,0,0,2,0,0,0,0,na1
643,1,1,1,0,0,1,1,5,0,0,3,2,na1
644,1,1,1,0,0,1,1,2,0,0,1,1,na1
645,0,0,0,0,0,0,0,0,0,0,1,0,na1
646,1,1,1,1,1,0,1,9,2,1,1,2,na1
647,0,0,0,0,0,1,0,2,0,0,2,0,na1
648,0,1,0,0,0,0,0,0,0,0,0,0,na1
649,1,0,1,0,0,1,1,5,0,0,2,1,na1
650,0,1,0,0,0,0,1,3,0,0,1,1,na1
651,1,0,1,1,1,1,0,10,2,1,4,0,na1
652,1,1,1,1,1,0,1,9,2,1,1,2,na1
653,0,0,0,0,0,1,0,1,0,0,3,0,na1
654,0,1,0,1,0,1,0,8,1,1,4,1,na1
655,1,0,1,0,1,0,1,8,1,2,2,1,na1
656,0,1,1,0,0,0,1,3,0,0,1,2,na1
657,1,0,0,1,1,1,0,10,2,1,2,0,na1
658,0,0,0,0,0,1,0,0,0,0,2,0,na1
659,1,1,1,1,1,0,1,7,2,1,1,2,na1
660,0,1,0,0,0,1,0,1,0,0,1,1,na1
661,1,0,1,1,1,0,1,7,2,1,2,1,na1
662,0,1,0,0,0,1,0,3,0,0,1,0,na1
663,1,0,1,1,1,0,1,10,3,2,3,2,na1
664,0,1,0,0,0,0,0,0,0,0,0,0,na1
665,1,0,1,0,0,1,1,5,0,0,2,1,na1
666,1,1,1,0,1,1,1,4,0,1,2,1,na1
667,0,0,0,0,0,0,0,0,0,0,1,0,na1
668,0,1,0,0,0,0,1,3,0,0,0,1,na1
669,1,0,1,0,1,1,0,5,0,1,3,1,na1
670,0,0,0,0,0,0,0,2,0,0,0,0,na1
671,1,1,1,1,0,1,1,5,1,0,1,1,na1
672,0,1,0,0,0,0,0,0,0,0,0,0,na1
673,1,0,1,1,0,0,1,6,1,0,0,1,na1
674,1,1,0,1,1,1,0,10,2,2,2,0,na1
675,0,0,1,0,0,0,1,2,0,0,2,1,na1
676,0,0,0,0,0,0,0,1,0,0,0,0,na1
677,1,1,1,0,1,1,1,5,0,1,4,1,na1
678,1,0,0,1,1,1,0,9,2,2,3,0,na1
679,0,1,1,0,0,0,1,6,0,0,2,1,na1
680,0,0,1,0,1,1,1,5,0,1,1,1,na1
681,1,1,0,1,0,0,0,7,1,0,4,0,na1
682,0,1,0,0,0,0,0,2,0,0,0,0,na1
683,1,0,1,1,0,1,1,9,1,0,4,2,na1
684,0,0,0,0,0,0,0,0,0,0,0,0,na1
685,1,1,1,1,0,1,1,7,1,0,3,2,na1
686,1,1,0,0,0,1,0,4,0,0,2,1,na1
687,0,0,1,0,0,0,1,3,0,0,1,1,na1
688,0,0,0,0,0,0,0,3,0,0,0,1,na1
689,1,1,1,0,1,1,1,5,0,1,3,1,na1
690,0,0,1,0,0,1,1,3,0,0,2,1,na1
691,1,1,0,1,1,0,0,7,1,1,2,0,na1
692,1,0,0,1,0,1,1,11,4,2,4,1,na1
693,0,1,1,0,1,0,0,5,0,1,0,0,na1
694,1,1,1,1,0,1,1,7,1,0,3,1,na1
695,0,0,0,0,0,0,0,1,0,0,0,0,na1
696,1,1,0,1,1,0,1,9,1,1,1,1,na1
697,0,0,1,0,0,1,0,4,0,0,3,0,na1
698,0,0,0,0,0,1,0,0,0,0,2,1,na1
699,1,1,1,1,0,0,1,9,1,0,0,1,na1
700,1,1,1,1,1,0,1,10,4,2,4,2,na1
701,0,0,0,0,0,1,0,0,0,0,1,0,na1
702,0,0,0,0,0,0,1,2,0,0,0,1,na1
703,1,1,1,1,0,1,0,9,1,0,2,1,na1
704,1,1,1,1,0,1,1,9,2,0,3,1,na1
705,0,0,0,0,0,0,0,1,0,0,0,0,na1
706,0,1,0,0,0,0,0,1,0,0,0,0,na1
707,1,0,1,1,1,1,1,8,2,1,3,1,na1
708,0,0,1,0,0,0,1,1,0,0,0,2,na1
709,1,1,0,1,1,1,0,11,2,1,4,0,na1
710,1,1,0,1,1,1,1,10,2,1,3,1,na1
711,0,0,1,0,0,0,0,3,0,0,0,0,na1
712,1,0,0,1,0,0,0,7,1,0,2,0,na1
713,0,1,1,0,1,1,1,6,0,1,2,2,na1
714,1,1,1,1,0,0,1,7,1,0,1,1,na1
715,0,0,0,0,1,1,0,5,0,1,4,0,na1
716,1,0,1,0,1,1,1,5,0,1,3,2,na1
717,0,1,0,0,0,0,0,0,0,0,0,0,na1
718,1,0,0,1,1,1,1,6,1,1,3,1,na1
719,0,1,1,0,0,0,0,3,0,0,1,0,na1
720,1,1,1,1,0,1,1,9,1,0,2,2,na1
721,0,0,0,0,0,0,0,1,0,0,0,0,na1
722,0,0,0,0,0,0,0,0,0,0,0,0,na1
723,1,1,1,1,0,1,1,7,1,0,2,2,na1
724,1,0,0,1,1,0,0,8,1,1,1,0,na1
725,0,1,1,0,0,1,1,4,0,1,4,2,na1
726,1,1,1,1,1,0,0,9,2,1,2,1,na1
727,0,0,0,0,0,1,1,1,0,0,2,1,na1
728,1,0,1,1,1,1,1,10,1,1,3,2,na1
729,0,1,0,0,0,0,0,3,0,0,0,0,na1
730,1,1,1,1,0,1,1,6,1,0,3,2,na1
731,0,0,0,0,0,0,0,2,0,0,0,0,na1
732,0,0,1,0,0,0,0,2,0,0,1,1,na1
733,1,1,0,1,1,1,1,9,2,1,4,1,na1
734,0,0,0,0,0,0,1,1,0,0,0,1,na1
735,1,1,1,0,0,1,0,5,0,0,2,1,na1
736,0,1,1,0,0,1,0,1,0,0,2,0,na1
737,1,0,0,0,1,0,1,4,0,1,1,2,na1
738,0,0,1,0,0,0,0,5,0,0,3,0,na1
739,1,1,0,1,1,1,1,10,2,1,1,2,na1
740,0,0,0,0,0,0,0,0,0,0,0,0,na1
741,1,1,1,1,0,1,1,6,1,0,2,1,na1
742,1,1,1,1,1,1,1,8,1,1,3,1,na1
743,0,0,0,0,0,0,0,1,0,0,0,0,na1
744,0,0,0,0,0,0,0,0,0,0,0,0,na1
745,1,1,1,0,0,1,1,4,0,0,2,1,na1
746,1,1,1,1,0,0,1,9,1,0,2,2,na1
747,0,0,0,0,0,1,0,3,0,0,2,0,na1
748,0,0,1,0,1,1,1,5,0,1,1,1,na1
749,1,1,0,1,0,0,0,7,1,0,4,0,na1
750,1,0,0,1,1,1,0,8,1,1,4,0,na1
751,0,1,1,0,0,0,1,3,0,0,1,1,na1
752,1,1,1,0,0,0,1,6,0,0,1,1,na1
753,0,0,0,0,0,1,0,0,0,0,1,0,na1
754,0,1,0,0,0,0,0,1,0,0,0,0,na1
755,1,0,1,1,1,1,1,8,2,1,3,1,na1
756,1,1,1,1,1,0,1,9,2,1,1,1,na1
757,0,0,0,0,0,1,0,2,0,0,2,0,na1
758,1,0,0,1,1,1,0,10,2,2,4,0,na1
759,0,1,1,0,0,0,1,4,0,0,2,2,na1
760,0,1,0,0,0,1,0,3,0,0,1,0,na1
761,1,0,1,1,1,0,1,10,3,2,3,2,na1
762,0,1,0,0,0,0,0,0,0,0,0,0,na1
763,1,0,1,0,0,1,1,5,0,0,2,1,na1
764,1,1,1,0,1,1,1,4,0,1,2,1,na1
765,0,0,0,0,0,0,0,0,0,0,1,0,na1
766,0,1,0,1,0,0,0,4,3,0,0,0,na1
767,1,0,1,0,0,0,0,4,2,0,0,0,na1
768,1,0,0,1,1,1,0,9,2,2,3,0,na1
769,0,1,1,0,0,0,1,6,0,0,2,1,na1
770,1,1,1,1,0,0,0,4,2,0,0,0,na1
771,0,0,0,0,0,0,0,0,0,0,0,0,na1
772,1,1,1,0,0,1,1,6,0,0,2,1,na1
773,0,0,0,0,0,0,0,0,0,0,0,0,na1
774,1,1,1,1,0,1,1,9,2,0,3,2,na1
775,0,0,0,0,0,0,0,1,0,0,0,0,na1
776,1,1,1,1,0,0,1,9,2,0,2,1,na1
777,0,0,0,0,1,1,0,5,0,1,2,1,na1
778,1,1,1,1,1,0,1,9,1,2,1,2,na1
779,0,0,0,0,0,1,0,1,0,0,3,0,na1
780,1,0,0,1,0,0,0,4,4,0,0,0,na1
781,0,1,1,0,0,0,0,2,1,0,0,0,na1
782,1,0,1,1,0,0,1,3,1,0,0,1,na1
783,0,1,0,0,0,0,0,0,0,0,0,0,na1
784,1,0,1,1,1,1,1,9,2,1,4,1,na1
785,0,1,0,0,0,0,0,1,0,0,1,0,na1
786,0,0,0,0,0,0,0,0,0,0,0,0,na1
787,1,1,1,0,0,1,1,4,0,0,1,1,na1
788,0,0,0,0,0,0,1,0,0,0,1,1,na1
789,1,1,1,0,0,1,0,3,0,0,1,0,na1
790,0,1,0,0,0,1,1,0,0,0,1,1,na1
791,1,0,1,1,0,0,0,6,1,0,1,0,na1
792,0,1,0,0,0,0,0,0,0,0,0,0,na1
793,1,0,1,1,0,1,1,8,1,0,1,1,na1
794,0,0,0,0,0,0,0,0,0,0,0,0,na1
795,1,1,1,1,0,1,1,7,1,0,1,1,na1
796,1,0,1,1,0,1,1,7,2,0,3,2,na1
797,0,1,0,0,0,0,0,0,0,0,0,0,na1
798,0,1,0,0,1,0,1,3,0,1,3,1,na1
799,1,0,1,1,0,1,0,11,4,2,4,0,na1
800,0,0,0,0,0,0,0,1,0,0,1,0,na1
801,1,1,1,1,1,1,1,10,2,2,3,2,na1
802,0,0,0,0,0,0,1,4,1,0,1,1,na1
803,1,1,1,1,1,1,0,9,3,1,3,1,na1
804,0,0,0,0,0,1,1,3,0,0,2,1,na1
805,1,1,1,0,0,0,0,6,0,0,1,0,na1
806,1,0,1,1,1,0,1,9,2,1,2,2,na1
807,0,1,0,0,0,1,0,2,0,0,2,0,na1
808,0,0,1,0,0,1,1,4,0,0,2,2,na1
809,1,1,0,1,1,0,0,11,3,2,2,0,na1
810,1,0,0,0,0,1,0,7,0,0,4,1,na1
811,0,1,1,0,1,0,1,3,0,1,2,1,na1
812,0,1,0,0,0,0,0,2,0,0,0,0,na1
813,1,0,1,1,0,1,1,9,1,0,4,2,na1
814,0,0,0,0,0,0,0,0,0,0,0,0,na1
815,1,1,1,1,0,1,1,7,1,0,3,2,na1
816,1,1,1,1,1,0,1,9,2,1,1,2,na1
817,0,0,0,0,0,1,0,2,0,0,2,0,na1
818,1,0,1,1,0,1,1,6,1,0,2,1,na1
819,0,1,0,0,0,0,0,0,0,0,0,0,na1
820,1,1,0,1,1,1,1,8,1,1,4,2,na1
821,0,0,1,0,0,0,0,4,0,0,0,0,na1
822,1,0,1,1,0,1,1,9,1,0,3,2,na1
823,0,1,0,0,0,0,0,1,0,0,1,0,na1
824,0,1,1,0,0,1,1,2,0,0,1,1,na1
825,1,0,0,1,1,0,0,9,2,2,2,0,na1
826,1,0,1,0,0,1,0,1,0,0,2,0,na1
827,0,1,0,0,0,0,1,0,0,0,0,1,na1
828,0,1,0,0,0,0,1,2,0,0,0,1,na1
829,1,0,1,1,0,1,0,6,1,0,3,1,na1
830,1,1,1,1,0,1,1,8,1,0,2,2,na1
831,0,0,0,0,0,0,0,0,0,0,0,0,na1
832,0,1,0,0,0,0,0,0,0,0,0,0,na1
833,1,0,1,0,0,1,1,2,0,0,1,1,na1
834,0,1,1,0,0,0,1,3,0,0,1,1,na1
835,1,0,0,0,0,1,0,4,0,0,2,0,na1
836,0,1,1,0,0,0,0,4,0,0,2,1,na1
837,1,0,0,1,1,1,1,6,1,1,2,1,na1
838,0,1,0,0,0,0,0,1,0,0,0,1,na1
839,1,0,1,1,1,1,1,6,1,1,4,1,na1
840,0,0,1,0,0,0,1,4,0,0,1,2,na1
841,1,1,0,1,1,1,0,9,1,1,4,0,na1
842,0,0,1,0,0,0,1,2,0,0,1,2,na1
843,1,1,0,1,0,1,0,7,1,0,3,0,na1
844,1,1,1,1,1,0,1,9,2,1,1,2,na1
845,0,0,0,0,0,1,0,1,0,0,1,0,na1
846,1,1,1,0,0,0,1,3,0,0,0,1,na1
847,0,0,0,0,0,0,0,0,0,0,0,0,na1
848,1,0,1,1,1,1,1,9,2,2,4,1,na1
849,0,1,0,0,0,0,0,4,0,0,1,0,na1
850,1,1,0,1,0,0,0,4,1,0,0,0,na1
851,0,0,1,0,0,0,0,1,0,0,0,0,na1
852,0,0,1,0,0,0,0,1,0,0,0,0,na1
853,1,1,0,1,0,0,0,4,2,0,0,0,na1
854,0,0,0,0,0,0,0,1,0,0,0,0,na1
855,1,1,1,1,0,0,0,4,2,0,0,0,na1
856,0,1,0,0,0,0,0,0,0,0,0,0,na1
857,1,0,1,0,0,0,0,2,0,0,0,0,na1
858,1,0,1,1,0,0,0,4,1,0,0,0,na1
859,0,1,0,0,0,0,0,1,0,0,0,0,na1
860,1,0,1,1,0,0,0,4,3,0,0,0,na1
861,0,1,0,0,0,0,0,2,1,0,0,0,na1
862,1,1,0,0,0,0,0,4,1,0,0,0,na1
863,0,0,1,1,0,0,0,2,2,0,0,0,na1
864,0,1,0,0,0,0,0,0,0,0,0,0,na1
865,1,0,1,1,0,0,0,4,1,0,0,0,na1
866,0,0,0,0,0,0,0,0,0,0,0,0,na1
867,1,1,1,1,0,0,0,4,2,0,0,0,na1
868,1,1,0,0,0,0,0,4,2,0,0,0,na1
869,0,0,1,1,0,0,0,2,1,0,0,0,na1
870,1,1,0,1,0,0,0,4,1,0,0,0,na1
871,0,0,1,0,0,0,0,1,0,0,0,0,na1
872,1,0,0,0,0,0,0,4,1,0,0,0,na1
873,0,1,1,1,0,0,0,2,1,0,0,0,na1
874,1,1,0,1,0,0,0,4,2,0,0,0,na1
875,0,0,1,0,0,0,0,2,0,0,0,0,na1
876,1,1,1,1,0,0,0,4,2,0,0,0,na1
877,0,0,0,0,0,0,0,0,0,0,0,0,na1
878,0,0,0,0,0,0,0,4,1,0,0,0,na1
879,1,1,1,1,0,0,0,4,2,0,0,0,na1
880,0,0,0,0,0,0,0,1,0,0,1,0,na1
881,1,1,1,1,1,1,1,10,2,2,3,2,na1
882,0,0,0,0,0,0,1,4,1,0,1,1,na1
883,1,1,1,1,1,1,0,9,3,1,3,1,na1
884,0,0,0,0,0,1,1,3,0,0,2,1,na1
885,1,1,1,0,0,0,0,6,0,0,1,0,na1
886,1,1,1,1,0,0,1,9,1,0,2,2,na1
887,0,0,0,0,0,1,0,3,0,0,2,0,na1
888,1,0,1,1,1,1,1,8,1,1,4,2,na1
889,0,1,0,0,0,0,0,0,0,0,0,0,na1
890,1,1,1,0,0,0,1,6,0,0,1,1,na1
891,0,0,0,0,0,1,0,0,0,0,1,0,na1
892,0,1,0,0,0,0,0,1,0,0,0,0,na1
893,1,0,1,1,1,1,1,8,2,1,3,1,na1
894,1,1,1,0,0,1,1,3,0,0,3,1,na1
895,0,0,0,0,0,0,0,0,0,0,0,0,na1
896,1,1,1,1,1,0,1,9,2,1,1,1,na1
897,0,0,0,0,0,1,0,2,0,0,2,0,na1
898,0,0,1,0,0,0,1,1,0,0,0,1,na1
899,1,1,0,0,0,1,0,2,0,0,1,0,na1
900,0,0,1,1,0,1,0,7,1,0,4,0,na1
901,1,1,0,0,1,0,1,8,1,2,1,2,na1
902,0,1,1,0,0,0,0,5,0,0,0,0,na1
903,1,0,0,1,1,1,0,7,1,1,4,0,na1
904,0,0,0,0,0,1,0,2,0,0,3,1,na1
905,1,1,1,1,1,0,1,10,3,2,2,1,na1
906,1,1,1,1,0,1,1,11,3,1,4,2,na1
907,0,0,0,0,1,0,0,2,0,1,2,0,na1
908,1,0,1,1,0,0,0,4,2,0,0,0,na1
909,0,1,0,0,0,0,0,0,0,0,0,0,na1
910,1,1,1,1,0,0,1,3,1,0,0,1,na1
911,0,0,0,0,0,0,0,0,0,0,0,0,na1
912,0,0,0,0,0,0,1,3,0,0,3,1,na1
913,1,1,1,1,1,1,0,9,3,1,1,1,na1
914,1,0,1,1,0,1,1,8,1,0,4,1,na1
915,0,1,0,0,0,0,0,0,0,0,0,0,na1
916,1,0,0,1,0,1,0,6,1,0,2,1,na1
917,0,1,1,0,0,0,1,2,0,0,1,1,na1
918,1,0,1,0,0,1,0,4,0,0,2,0,na1
919,0,1,0,0,0,0,0,1,0,0,0,0,na1
920,0,0,0,0,0,0,0,0,0,0,0,0,na1
921,1,1,1,1,0,0,0,2,1,0,0,0,na1
922,0,1,0,0,0,0,0,1,0,0,0,0,na1
923,1,0,1,1,0,0,0,4,2,0,0,0,na1
924,0,0,0,0,0,0,0,0,0,0,0,0,na1
925,1,1,0,0,0,0,0,0,0,0,0,0,na1
926,0,0,0,0,0,0,0,0,0,0,0,0,na1
927,1,1,1,0,0,1,1,4,0,0,1,1,na1
928,1,0,0,1,0,0,0,3,1,0,0,0,na1
929,0,1,1,0,0,0,1,2,0,0,0,1,na1
930,0,1,1,0,0,0,0,2,2,0,0,0,na1
931,1,0,0,1,0,0,0,4,3,0,0,0,na1
932,1,1,1,1,0,0,0,3,1,0,0,1,na1
933,0,0,0,0,0,0,1,1,0,0,0,1,na1
934,0,0,1,0,0,0,1,1,0,0,0,1,na1
935,1,1,0,0,0,1,0,2,0,0,1,0,na1
936,1,1,1,0,0,1,1,4,0,0,2,1,na1
937,0,0,0,0,0,0,0,0,0,0,0,0,na1
938,0,1,0,0,0,0,0,1,0,0,0,0,na1
939,1,0,1,1,0,0,0,4,2,0,0,0,na1
940,0,0,1,0,0,1,1,4,0,0,2,2,na1
941,1,1,0,1,1,0,0,11,3,2,2,0,na1
942,1,1,1,1,0,1,1,9,1,0,1,2,na1
943,0,0,0,0,0,0,0,1,0,0,0,0,na1
944,0,0,0,0,0,0,0,0,0,0,0,0,na1
945,1,1,1,0,0,1,0,4,0,0,1,0,na1
946,1,0,1,0,1,1,1,4,0,1,3,1,na1
947,0,1,0,0,0,0,0,2,0,0,0,1,na1
948,1,1,1,1,1,0,1,9,3,2,3,2,na1
949,0,0,0,0,0,1,0,4,0,0,2,0,na1
950,1,1,1,0,0,1,1,2,0,0,2,1,na1
951,0,0,0,0,0,0,0,0,0,0,0,0,na1
952,0,1,0,0,0,0,0,1,0,0,0,0,na1
953,1,0,1,1,1,1,1,8,2,1,3,1,na1
954,0,1,1,0,0,1,1,3,0,0,1,1,na1
955,1,0,0,0,0,0,0,3,0,0,3,0,na1
956,1,1,1,1,1,1,1,9,3,1,3,1,na1
957,0,0,0,0,0,0,0,3,0,1,1,1,na1
